food_name,food_type,energy,proteins,total_fat,water,carbohydrates_total,calcium,iron,sodium
"Kiwicha, achita o achis o amaranto",Cereales y Derivados,351.0,12.8,6.6,9.2,69.1,236.0,7.32,0.0
Arroz pilado o pulido cocido,Cereales y Derivados,115.0,2.4,0.1,72.2,25.2,11.0,0.3,18.0
Arroz blanco corriente,Cereales y Derivados,358.0,7.8,0.7,13.4,77.6,6.0,1.04,19.0
Arroz con cáscara,Cereales y Derivados,332.0,5.9,2.0,11.9,75.7,40.0,0.0,19.0
Avena envasada,Cereales y Derivados,380.0,13.7,4.7,6.1,71.3,51.0,3.5,2.0
"Avena, hojuela cocida",Cereales y Derivados,54.0,1.3,0.5,87.1,10.9,21.0,0.5,0.0
"Avena, hojuela cruda",Cereales y Derivados,333.0,13.3,4.0,8.8,72.2,49.0,4.1,2.0
"Cañihua, variedad amarilla",Cereales y Derivados,381.0,15.7,7.5,10.7,62.5,87.0,10.8,0.0
Cañihua gris,Cereales y Derivados,356.0,14.0,4.5,12.4,64.0,110.0,13.0,0.0
"Cañihua, hojuela de",Cereales y Derivados,318.0,14.5,8.9,11.4,61.0,141.0,17.07,0.0
Cañihua parda,Cereales y Derivados,355.0,13.8,3.5,12.2,66.2,171.0,15.0,0.0
Cebada con cáscara,Cereales y Derivados,284.0,8.4,2.0,9.7,77.5,61.0,4.58,0.0
"Cebada, llunka de (morón americano)",Cereales y Derivados,249.0,1.9,0.7,18.5,77.1,42.0,9.7,0.0
"Cebada, mashka o machica",Cereales y Derivados,302.0,8.6,0.7,10.0,77.4,74.0,12.3,0.0
"Cebada para mote, pelada",Cereales y Derivados,328.0,8.2,1.1,15.4,73.3,47.0,3.6,0.0
"Cebada tostada, harina integral",Cereales y Derivados,274.0,8.7,3.2,5.6,80.2,0.0,9.6,0.0
Cebada perlada o resbalada cocida,Cereales y Derivados,59.0,1.0,0.1,81.0,17.7,9.0,0.9,0.0
Cebada perlada o resbalada cruda,Cereales y Derivados,277.0,5.3,0.6,13.3,79.8,18.0,4.0,0.0
Cebada tostada y molida (chaquepa),Cereales y Derivados,349.0,7.7,0.8,9.9,79.7,55.0,7.1,0.0
Chancay (bizcocho),Cereales y Derivados,355.0,8.8,6.9,19.4,64.4,47.0,1.0,0.0
Fideo crudo fortificado con hierro,Cereales y Derivados,337.0,9.4,0.2,12.1,77.7,24.0,5.5,0.0
Fideo tallarín crudo fortificado con hierro,Cereales y Derivados,305.0,9.5,0.1,20.4,69.6,40.0,5.5,0.0
Fideo tallarín sancochado fortiticado con hierro,Cereales y Derivados,90.0,3.1,0.0,75.5,21.3,25.0,1.35,0.0
Galleta de soda (salada),Cereales y Derivados,433.0,10.1,14.7,4.8,68.0,38.0,1.5,0.0
Galleta de vainilla (dulce),Cereales y Derivados,434.0,6.0,12.7,4.8,74.9,22.0,0.6,0.0
Maíz alazán,Cereales y Derivados,346.0,8.2,3.7,13.7,72.7,14.0,0.7,0.0
"Maíz alazán, jora fresca de",Cereales y Derivados,289.0,5.4,2.8,28.1,62.3,23.0,0.0,0.0
"Maíz alazán, jora seca de",Cereales y Derivados,347.0,7.0,3.6,13.8,73.8,38.0,0.5,0.0
Maíz amarillo,Cereales y Derivados,355.0,6.7,4.8,13.5,73.6,6.0,1.92,0.0
Maíz blanco crudo,Cereales y Derivados,343.0,5.9,4.0,12.7,76.1,5.0,1.48,0.0
Maíz blanco tostado,Cereales y Derivados,389.0,7.2,4.6,4.6,82.1,6.0,2.6,0.0
Maíz cancha tostada de,Cereales y Derivados,342.0,6.7,2.7,9.5,79.8,11.0,2.7,0.0
"Maíz, chochoca de, sin moler",Cereales y Derivados,349.0,5.2,2.5,13.0,78.0,12.0,1.5,0.0
"Maíz, grano fresco (choclo)",Cereales y Derivados,104.0,3.3,0.8,67.3,27.8,8.0,0.8,0.0
"Maíz, germinado seco",Cereales y Derivados,314.0,6.2,3.2,22.0,67.0,22.0,0.4,0.0
"Maíz, harina de",Cereales y Derivados,326.0,8.7,6.5,11.9,71.2,64.0,2.0,0.0
"Maíz, maicena",Cereales y Derivados,365.0,0.3,0.1,8.3,91.3,2.0,0.0,0.0
"Maíz, morado sin coronta",Cereales y Derivados,355.0,7.3,3.4,11.4,76.2,12.0,0.2,0.0
"Maíz, mote de, sancochado",Cereales y Derivados,103.0,2.6,1.3,74.5,21.1,14.0,1.2,0.0
"Maíz, pachuco de",Cereales y Derivados,349.0,7.3,3.9,13.4,73.5,89.0,3.7,0.0
"Maíz, para mote pelado",Cereales y Derivados,349.0,5.9,2.1,12.6,78.3,47.0,3.8,0.0
"Maíz, para mote sin pelar",Cereales y Derivados,345.0,5.7,1.5,12.8,78.7,9.0,4.4,0.0
"Maíz, polenta cruda de",Cereales y Derivados,324.0,8.3,1.2,13.3,74.0,70.0,2.0,0.0
"Maíz, tocosh crudo",Cereales y Derivados,205.0,2.8,3.0,53.1,41.1,5.0,0.7,0.0
Pan de cebada (serrano),Cereales y Derivados,295.0,7.2,0.2,24.4,66.2,60.0,6.5,0.0
Pan de labranza,Cereales y Derivados,328.0,9.6,0.3,17.3,71.8,40.0,1.6,0.0
Pan de molde,Cereales y Derivados,317.0,6.8,2.5,20.8,69.2,13.0,0.4,0.0
Pan bollo o bollitos de queso de Huancavelica,Cereales y Derivados,310.0,9.5,7.3,30.299999999999997,51.7,0.0,5.29,0.0
Pan francés fortificado con hierro,Cereales y Derivados,277.0,8.4,0.2,27.0,62.9,35.0,3.14,0.0
"Quinua, afrecho de",Cereales y Derivados,351.0,10.7,4.5,14.1,65.9,573.0,4.0,0.0
"Quinua blanca, (Junín)",Cereales y Derivados,334.0,12.5,6.5,12.8,66.0,85.0,3.03,30.0
Quinua blanca (Puno),Cereales y Derivados,355.0,13.3,6.1,11.1,67.1,120.0,4.31,30.0
Quinua cocida,Cereales y Derivados,89.0,2.8,1.3,79.0,16.3,27.0,1.6,24.0
Quinua,Cereales y Derivados,351.0,13.6,5.8,11.5,66.6,56.0,7.5,30.0
"Quinua dulce, blanca (Junín)",Cereales y Derivados,361.0,11.1,7.7,11.1,67.4,93.0,4.3,30.0
"Quinua dulce, blanca (Puno)",Cereales y Derivados,349.0,11.6,5.3,11.2,68.9,115.0,5.3,30.0
"Quinua dulce, rosada (Junín)",Cereales y Derivados,360.0,12.3,7.2,11.0,67.1,80.0,4.3,30.0
"Quinua, harina de",Cereales y Derivados,337.0,12.4,6.0,11.7,67.2,104.0,9.65,2.0
"Quinua, hojuela de",Cereales y Derivados,376.0,13.9,7.4,13.4,63.1,114.0,5.46,0.0
Quinua rosada (Puno),Cereales y Derivados,356.0,12.5,6.4,10.2,67.6,124.0,5.2,30.0
"Quinua, sémola de",Cereales y Derivados,362.0,19.5,10.7,12.6,53.8,76.0,3.6,0.0
Sorgo,Cereales y Derivados,309.0,8.0,4.0,12.2,72.8,50.0,4.3,0.0
"Trigo, harina fortificada con hierro de",Cereales y Derivados,362.0,10.5,2.0,10.8,76.3,36.0,5.5,0.0
"Trigo, llunka de",Cereales y Derivados,312.0,9.1,1.0,16.1,71.8,60.0,1.6,0.0
"Trigo, harina tostada de (machica)",Cereales y Derivados,330.0,7.9,1.2,9.0,79.9,67.0,0.9,0.0
"Trigo, mote de, sancochado",Cereales y Derivados,154.0,2.5,0.6,59.0,37.0,38.0,2.5,26.0
Trigo para mote pelado cocido,Cereales y Derivados,63.0,1.9,0.1,82.9,14.7,29.0,0.4,26.0
Trigo para mote pelado crudo,Cereales y Derivados,325.0,9.8,0.9,12.5,74.6,80.0,2.5,0.0
"Trigo, pelado",Cereales y Derivados,330.0,8.4,1.4,12.6,76.1,51.0,4.6,30.0
Trigo resbalado cocido,Cereales y Derivados,83.0,2.8,0.3,77.9,18.6,5.0,0.5,26.0
Trigo resbalado crudo,Cereales y Derivados,327.0,11.4,1.8,13.5,71.8,17.0,4.8,30.0
"Trigo, sémola de",Cereales y Derivados,319.0,7.8,1.1,12.1,78.4,40.0,0.8,0.0
Trigo,Cereales y Derivados,289.0,10.3,1.9,11.6,74.7,36.0,3.87,30.0
Barra de cereales (avena y arrocillo) con maní y pasas,Cereales y Derivados,391.0,5.8,9.4,8.8,74.9,0.0,10.01,223.0
Barra de cereales con sabor a chocolate y chocochips,Cereales y Derivados,386.0,4.9,8.5,6.7,78.6,0.0,12.12,224.0
"Barra de cereales (avena, arroz) con aguaymanto",Cereales y Derivados,371.0,5.3,7.3,8.5,77.6,0.0,11.2,209.0
"Barra de cereales (maíz, trigo, arroz) sabor a miel con leche, vitaminas y minerales",Cereales y Derivados,397.0,4.4,8.5,6.4,79.0,0.0,10.82,110.0
Bollito de maíz de Huánuco,Cereales y Derivados,426.0,9.6,17.5,13.1,57.5,0.0,2.95,0.0
Bollito de yema de Huánuco,Cereales y Derivados,384.0,9.9,12.6,18.0,57.5,0.0,4.23,0.0
"Cañihua, harina de",Cereales y Derivados,327.0,15.2,8.3,10.2,63.0,182.0,15.2,11.0
"Cañihua, variedad roja",Cereales y Derivados,381.0,15.4,7.5,10.7,62.7,0.0,0.0,0.0
"Cañihua, variedad blanca",Cereales y Derivados,382.0,15.4,7.7,10.7,62.5,0.0,0.0,0.0
Galleta de soda (San Jorge),Cereales y Derivados,440.0,9.3,13.3,3.9,70.8,68.0,7.7,0.0
Galleta de vainilla (Field),Cereales y Derivados,462.0,7.3,15.6,2.7,73.1,0.0,4.4,0.0
Galleta dulce con avena y base sabor a chocolate (con fibra),Cereales y Derivados,461.0,6.7,19.8,2.9,69.0,0.0,2.8,253.0
Galleta dulce con avena y base sabor a frutos rojos,Cereales y Derivados,465.0,6.7,20.799999999999997,2.7,68.0,0.0,2.81,330.0
Galleta dulce con avena y granola (con fibra),Cereales y Derivados,444.0,8.0,16.9,3.2,70.2,0.0,2.56,301.0
"Galleta dulce con avena, manzana y canela (con fibra)",Cereales y Derivados,426.0,7.2,14.3,3.4,73.6,0.0,2.01,302.0
Galleta dulce con avena y uvas pasas (con fibra),Cereales y Derivados,433.0,7.2,14.9,3.3,73.0,0.0,3.44,323.0
Galleta dulce con relleno (Casino),Cereales y Derivados,499.0,4.7,22.0,1.9,70.5,27.0,5.2,0.0
"Galleta dulce con relleno ""chocolate"" (Coronita)",Cereales y Derivados,492.0,5.7,21.1,2.5,69.8,21.0,3.7,0.0
Galletas nutritivas  de maca,Cereales y Derivados,443.0,7.0,16.1,3.0,72.2,0.0,3.39,388.0
Hiwicto marfil oscuro,Cereales y Derivados,368.0,9.0,2.0,10.6,76.8,44.0,3.0,0.0
Hiwicto negro,Cereales y Derivados,365.0,9.0,2.7,12.0,74.6,38.0,3.5,0.0
Kara ceniza o kala,Cereales y Derivados,367.0,11.6,2.3,10.3,73.6,104.0,5.8,0.0
Kara color pajizo,Cereales y Derivados,366.0,7.2,2.5,11.1,76.9,60.0,8.0,0.0
"Kiwicha, harina de",Cereales y Derivados,352.0,12.2,7.9,10.9,66.4,214.0,5.3,2.0
Kiwicha pop de Huánuco (listo para consumo),Cereales y Derivados,370.0,13.1,8.9,8.6,66.5,0.0,0.4,0.0
"Kiwicha, precocida, hojuela de",Cereales y Derivados,400.0,13.4,8.1,8.4,68.03,0.0,7.21,0.0
"Kiwicha, precocida, hojuela de (orgánica)",Cereales y Derivados,352.0,11.9,7.6,10.8,67.7,0.0,5.02,0.0
"Llipta sara, variedad de maíz",Cereales y Derivados,370.0,7.4,4.2,11.3,75.9,5.0,1.4,0.0
"Maíz blanco, harina",Cereales y Derivados,343.0,5.5,5.0,11.6,76.6,19.0,2.35,2.0
"Maíz blanco precocido, harina de (chochoca)",Cereales y Derivados,328.0,6.8,5.2,12.1,74.8,0.0,2.08,0.0
"Maíz morado, harina de (api)",Cereales y Derivados,318.0,8.5,4.2,11.4,74.3,29.0,6.47,16.0
Pan árabe,Cereales y Derivados,290.0,10.3,3.5,27.8,56.7,0.0,6.98,0.0
Pan cachanga,Cereales y Derivados,445.0,7.7,26.1,17.4,47.4,0.0,3.99,0.0
Pan campesino de Lima,Cereales y Derivados,276.0,9.95,5.7,36.1,46.0,0.0,3.53,0.0
Pan ciabatta,Cereales y Derivados,265.0,9.2,2.0,32.1,55.0,0.0,5.59,0.0
Pan chapla,Cereales y Derivados,321.0,9.3,3.5,22.2,63.2,0.0,4.67,0.0
Pan chuta,Cereales y Derivados,387.0,9.5,11.1,16.3,62.3,0.0,4.71,0.0
Pan cortadillo de Cajamarca,Cereales y Derivados,361.0,6.9,7.1,17.8,67.2,0.0,4.37,0.0
Pan cuay de trigo de Carhuaz,Cereales y Derivados,358.0,9.99,11.6,23.8,53.4,0.0,5.62,0.0
Pan cuay de trigo de Huaraz,Cereales y Derivados,297.0,7.6,10.1,31.6,48.9,0.0,4.45,0.0
Pan de calabaza de Huancavelica,Cereales y Derivados,274.0,11.5,3.9,35.3,48.4,0.0,4.79,0.0
Pan de chicharrón de Chiclayo,Cereales y Derivados,338.0,9.9,9.0,25.5,54.3,0.0,7.61,0.0
Pan de girasol de Lima,Cereales y Derivados,267.0,10.7,7.7,40.900000000000006,38.7,0.0,3.02,0.0
Pan de hamburguesa de Iquitos,Cereales y Derivados,316.0,10.8,4.7,24.4,57.7,0.0,6.15,0.0
Pan de huevo,Cereales y Derivados,336.0,9.3,6.9,23.2,59.4,0.0,5.79,0.0
Pan de maíz,Cereales y Derivados,319.0,7.7,8.7,25.4,56.7,0.0,3.49,0.0
Pan de maíz de Carhuaz,Cereales y Derivados,323.0,9.2,8.0,27.9,53.5,0.0,5.15,0.0
Pan de maíz de Huaraz,Cereales y Derivados,359.0,8.0,15.2,22.0,53.0,0.0,3.5,0.0
Pan de quinua de Lima,Cereales y Derivados,241.0,9.5,1.7,39.8,47.0,0.0,3.31,0.0
Pan de trigo artesanal de Carhuaz,Cereales y Derivados,286.0,8.8,4.6,32.5,52.4,0.0,5.11,0.0
Pan de yema,Cereales y Derivados,321.0,9.4,8.1,25.6,55.4,0.0,4.47,0.0
Pan de yema de Cajamarca,Cereales y Derivados,365.0,9.2,12.9,23.7,52.9,0.0,6.74,0.0
Pan dulce de Lima,Cereales y Derivados,290.0,11.9,5.0,32.6,49.5,0.0,3.3,0.0
Pan huaro,Cereales y Derivados,338.0,9.9,5.5,21.1,62.2,0.0,5.4,0.0
Pan Huascarán de Lima,Cereales y Derivados,265.0,9.4,4.8,37.3,46.3,0.0,4.79,0.0
Pan integral,Cereales y Derivados,339.0,9.1,9.0,24.3,55.5,0.0,5.16,0.0
Pan marraqueta de Chiclayo,Cereales y Derivados,321.0,6.4,2.2,21.0,68.9,0.0,6.0,0.0
Pan mestizo de Huánuco,Cereales y Derivados,399.0,9.6,15.7,18.1,54.8,0.0,4.24,0.0
Pan mishtishongo de Huánuco,Cereales y Derivados,410.0,9.1,20.0,20.7,48.5,0.0,2.91,0.0
Pan mollete de Chiclayo,Cereales y Derivados,284.0,10.2,3.8,32.5,52.3,0.0,5.62,0.0
"Pan mollete, ""chico""de Huaraz",Cereales y Derivados,364.0,9.600000000000001,16.299999999999997,25.5,47.0,0.0,4.8100000000000005,0.0
Pan torta de Cajamarca,Cereales y Derivados,355.0,9.4,8.0,19.4,61.5,0.0,6.31,0.0
"Pan 3 granos (quinua, cañihua y kiwicha) de Lima",Cereales y Derivados,219.0,8.6,2.5,46.5,40.5,0.0,3.72,0.0
Pan vico,Cereales y Derivados,343.0,9.3,9.1,24.3,56.1,0.0,5.16,0.0
Pan vico de Iquitos,Cereales y Derivados,333.0,11.6,4.1,19.3,62.4,0.0,5.88,0.0
"Pasta con huevo sin fortificar, cruda*",Cereales y Derivados,375.0,14.2,4.4,9.01,71.3,35.0,1.9,21.0
"Pasta con huevo fortificada, cruda*",Cereales y Derivados,375.0,14.2,4.4,9.01,71.3,35.0,4.01,21.0
"Pasta fortificada, cruda*",Cereales y Derivados,360.0,13.0,1.5,9.9,74.7,18.0,3.52,5.0
"Pasta sin fortificar, cruda*",Cereales y Derivados,360.0,13.0,1.5,9.9,74.7,18.0,1.3,5.0
"Quinua, variedad real",Cereales y Derivados,331.0,14.2,5.1,12.9,65.9,0.0,4.0,30.0
"Quinua, variedad Ayara (Puno)",Cereales y Derivados,276.0,14.0,6.3,12.3,62.6,0.0,6.25,30.0
"Quinua, variedad blanca de Juli (Puno)",Cereales y Derivados,347.0,11.6,4.8,10.2,70.6,0.0,4.32,30.0
"Quinua, variedad CICA-18 (Puno)",Cereales y Derivados,345.0,14.4,5.7,9.8,66.4,0.0,4.37,30.0
"Quinua, variedad CICA-127 (Puno)",Cereales y Derivados,360.0,15.8,5.2,8.9,67.1,0.0,5.81,30.0
"Quinua, variedad Cuchiwilla (Puno)",Cereales y Derivados,317.0,15.2,5.2,11.4,64.3,0.0,4.15,30.0
"Quinua, variedad Choclito (Puno)",Cereales y Derivados,342.0,13.4,5.2,11.7,67.1,0.0,4.49,30.0
"Quinua, variedad Chullpi- roja (Puno)",Cereales y Derivados,330.0,13.7,5.5,11.3,66.9,0.0,5.87,30.0
"Quinua, variedad Misa Jiura (Puno)",Cereales y Derivados,349.0,12.3,5.4,10.5,68.6,0.0,4.0,30.0
"Quinua, variedad Pasankalla-roja (Puno)",Cereales y Derivados,355.0,12.7,6.2,10.1,68.5,0.0,4.85,30.0
"Quinua, variedad  Q' OITU-negra (Puno)",Cereales y Derivados,308.0,11.6,4.9,11.5,68.2,0.0,11.53,30.0
"Quinua, variedad Wariponcho (Puno)",Cereales y Derivados,347.0,12.6,5.5,11.5,67.9,0.0,3.77,30.0
"Quinua, variedad Witulla (Puno)",Cereales y Derivados,350.0,13.7,5.9,9.9,67.8,0.0,4.99,30.0
Rosquita de almidón de Iquitos,Cereales y Derivados,469.0,1.8,18.3,3.3,74.2,0.0,2.3,0.0
"Siete harinas (trigo, habas, arvejas, kiwicha, cañihua, cebada, quinua)",Cereales y Derivados,347.0,8.8,3.2,1.5,84.8,0.0,3.89,0.0
"Trigo, hojuela de (chaque)",Cereales y Derivados,322.0,10.0,2.5,16.04,70.2,0.0,2.1,0.0
Trigo sin tostar (chaquepa),Cereales y Derivados,338.0,7.0,2.2,11.9,77.9,0.0,2.43,0.0
Trigo tostado (chaquepa),Cereales y Derivados,369.0,7.6,2.5,3.9,84.9,0.0,1.73,0.0
"Alfajor con relleno de leche y maní cubierto con chocolate, envasado",Cereales y Derivados,502.0,8.1,26.5,2.4,61.8,104.0,4.04,103.0
"Avena cañihua, hojuela de",Cereales y Derivados,347.0,12.2,10.2,12.1,63.5,40.0,3.6,1.0
"Avena con chía, hojuela precocida de",Cereales y Derivados,381.0,11.2,16.5,8.1,62.5,70.0,3.56,2.0
"Avena con kiwicha, canela y clavo en polvo, hojuela precocida de",Cereales y Derivados,342.0,12.4,7.7,12.1,66.0,55.0,3.54,1.0
"Avena con maca, hojuela precocida de",Cereales y Derivados,365.0,10.6,11.0,9.045,67.6,50.0,3.02,3.0
"Avena con cereales andinos (cañihua, kiwicha y quinua), hojuela precocida de",Cereales y Derivados,349.0,11.2,10.4,9.8,64.3,865.0,9.33,1.0
"Avena con quinua, hojuela precocida de",Cereales y Derivados,369.0,11.1,10.8,8.8,67.6,40.0,3.14,6.0
"Avena con quinua, canela y clavo en polvo, hojuela precocida de",Cereales y Derivados,337.0,11.9,7.3,12.0,67.0,60.0,3.45,34.0
Croissant de mantequilla o cachito de mantequilla,Cereales y Derivados,373.0,8.3,18.5,23.9,47.5,248.0,0.35,262.0
Galletas con salvado de trigo con sabor a miel,Cereales y Derivados,429.0,7.6,15.9,2.4,72.6,47.0,6.48,327.0
"Galleta cubierta con higo,confites, grageas y miel (Turrón de Doña Pepa).  envasado",Cereales y Derivados,473.0,5.7,23.4,4.4,65.4,32.0,4.3,337.0
Galleta de agua,Cereales y Derivados,411.0,10.0,5.9,2.5,79.4,95.0,6.24,577.0
"Granola de avena con cebada, pasas, maní y almendras",Cereales y Derivados,450.0,10.8,20.0,4.9,62.8,52.0,2.28,84.0
Galleta de soda con cobertura sabor a chocolate,Cereales y Derivados,497.0,5.0,21.8,1.4,70.3,45.0,3.64,291.0
"Galleta dulce, rellena con crema sabor coco",Cereales y Derivados,499.0,4.4,21.4,1.3,72.1,14.0,3.12,202.0
"Galleta sabor chocolate, rellena con crema sabor vainilla",Cereales y Derivados,480.0,5.3,18.2,1.6,73.7,102.0,2.73,248.0
Kiwicha pop de Lima (listo para consumo),Cereales y Derivados,410.0,14.0,6.7,3.4,73.5,779.0,5.59,21.0
"Kiwicha tostada, harina de",Cereales y Derivados,364.0,13.2,8.6,7.3,68.4,114.99999999999999,5.62,1.0
"Maíz, extruído con cocoa, sabor chocolate (listo para consumo)",Cereales y Derivados,384.0,7.0,1.8,4.3,85.1,517.0,23.8,150.0
"Maíz, hojuela azucarada (listo para consumo)",Cereales y Derivados,376.0,6.4,0.2,4.0,87.2,506.0,19.3,394.0
"Maíz, hojuela para desayuno (listo para consumo)",Cereales y Derivados,381.0,7.5,1.6,4.0,84.3,536.0,22.2,474.0
"Maíz pop corn, para cancha, crudo",Cereales y Derivados,308.0,9.6,3.5,13.5,72.5,6.0,3.12,0.0
"Masa para wantán, cruda",Cereales y Derivados,288.0,8.6,1.0,29.4,59.9,14.0,2.02,390.0
"Palitos de harina de trigo con ajonjolí, envasado",Cereales y Derivados,443.0,14.2,16.1,1.3,65.5,151.0,8.44,833.0
"Palomitas de maíz, sabor natural con sal y aceite vegetal, para microondas (Pop corn)",Cereales y Derivados,401.0,8.4,18.6,8.3,63.6,6.0,1.32,108.0
Pan de molde integral,Cereales y Derivados,274.0,12.4,5.9,29.8,49.2,308.0,5.65,452.0
"Pan pita, envasado",Cereales y Derivados,238.0,16.1,0.7,32.7,48.1,110.0,4.29,341.0
"Pastel sabor chocolate, relleno con crema sabor vainilla y  decorado con glase, envasado",Cereales y Derivados,340.0,4.7,7.6,22.6,63.2,153.0,4.69,362.0
Panetón relleno con chispas de chocolate,Cereales y Derivados,381.0,8.9,17.1,21.7,51.4,62.0,3.39,155.0
Panetón relleno de pasas y frutas confitadas,Cereales y Derivados,365.0,7.6,13.4,22.2,55.9,130.0,0.27,122.0
"Queque marmoleado con sabor chocolate y vainilla, envasado",Cereales y Derivados,323.0,6.5,10.6,25.8,54.6,211.0,4.17,257.0
"Queque sabor naranja, envasado",Cereales y Derivados,336.0,6.4,10.3,24.0,56.7,225.0,4.28,331.0
"Queque sabor vainilla, mezcla en polvo para preparar, envasado",Cereales y Derivados,380.0,6.1,9.9,5.4,76.5,97.0,4.21,495.0
"Queque sabor vainilla, sin relleno, envasado",Cereales y Derivados,352.0,6.9,11.4,23.7,55.3,262.0,6.56,602.0
"Tostada de pan blanco, envasada",Cereales y Derivados,401.0,12.7,4.9,3.8,76.7,117.0,7.43,469.0
"Trigo, inflado sin miel (listo para consumo)",Cereales y Derivados,367.0,14.7,1.1,8.2,74.7,41.0,3.45,9.0
"Trigo, ""tortilla"" de harina de, precocida, envasada",Cereales y Derivados,290.0,7.4,7.8,31.6,51.1,153.0,11.54,503.0
Wafer relleno con crema sabor vainilla,Cereales y Derivados,503.0,3.5,22.2,1.2,72.5,16.0,4.1,177.0
"Acelga, hojas de, sin tallo","Verduras, Hortalizas y Derivados",8.0,2.1,0.1,93.3,3.2,90.0,14.4,203.0
"Acelga, tallos de","Verduras, Hortalizas y Derivados",9.0,0.7,0.3,94.8,2.8,23.0,0.5,203.0
Ají amarillo fresco,"Verduras, Hortalizas y Derivados",39.0,0.9,0.7,88.9,8.8,31.0,0.9,0.0
"Ají amarillo fresco, molido sin sal","Verduras, Hortalizas y Derivados",52.0,1.9,1.7,60.2,9.2,97.0,3.5,0.0
Ají amarillo seco,"Verduras, Hortalizas y Derivados",199.0,7.3,6.3,16.6,64.8,124.0,8.2,0.0
Ají panca,"Verduras, Hortalizas y Derivados",189.0,7.0,7.8,20.2,58.5,142.0,4.9,0.0
"Ají colorado, no picante, molido con sal","Verduras, Hortalizas y Derivados",43.0,1.9,1.3,69.8,9.2,175.0,5.6,0.0
"Ají colorado, picante molido con sal","Verduras, Hortalizas y Derivados",37.0,2.1,1.0,72.6,8.0,130.0,5.0,0.0
Ají de mesa,"Verduras, Hortalizas y Derivados",40.0,1.8,1.2,89.1,7.2,77.0,1.3,0.0
Ají de vaina,"Verduras, Hortalizas y Derivados",58.0,2.6,1.1,83.2,11.9,94.0,1.7,0.0
Ají dulce,"Verduras, Hortalizas y Derivados",17.0,0.9,0.5,91.0,7.1,10.0,0.38,0.0
Ají verde,"Verduras, Hortalizas y Derivados",57.0,2.5,0.8,82.9,12.4,21.0,1.3,0.0
Ajo sin cáscara,"Verduras, Hortalizas y Derivados",121.0,5.6,0.8,61.4,30.4,94.0,1.7,69.0
Albahaca sin tallo,"Verduras, Hortalizas y Derivados",29.0,2.9,1.2,86.7,7.3,325.0,5.3,0.0
Alcachofa,"Verduras, Hortalizas y Derivados",24.0,2.2,0.2,77.8,18.9,42.0,1.0,0.0
Alfalfa brotes tiernos,"Verduras, Hortalizas y Derivados",20.0,4.0,0.7,91.1,3.8,32.0,5.4,0.0
"Apio, tallo sin hojas","Verduras, Hortalizas y Derivados",8.0,1.0,0.2,94.0,3.8,91.0,1.2,76.0
Berenjena,"Verduras, Hortalizas y Derivados",12.0,1.0,0.1,92.4,5.9,20.0,4.03,6.0
Berenjena Costeña o tomate de árbol,"Verduras, Hortalizas y Derivados",41.0,1.3,0.3,87.5,9.8,18.0,0.2,0.0
Berro,"Verduras, Hortalizas y Derivados",31.0,3.4,0.8,89.3,5.0,234.0,6.5,0.0
Brocoli,"Verduras, Hortalizas y Derivados",32.0,3.9,1.3,89.9,4.0,93.0,0.84,23.0
Caigua,"Verduras, Hortalizas y Derivados",15.0,0.5,0.2,95.0,3.3,34.0,0.9,0.0
Caigua serrana,"Verduras, Hortalizas y Derivados",19.0,1.5,0.1,93.5,4.1,32.0,0.5,0.0
Calabaza china,"Verduras, Hortalizas y Derivados",13.0,0.7,0.1,93.1,5.8,29.0,0.1,0.0
Calabaza italiana,"Verduras, Hortalizas y Derivados",15.0,0.5,0.3,93.9,4.9,11.0,0.6,0.0
Cebolla blanca,"Verduras, Hortalizas y Derivados",24.0,0.9,0.1,91.2,7.4,100.0,0.2,6.0
Cebolla chilena,"Verduras, Hortalizas y Derivados",19.0,0.8,0.1,92.9,5.9,20.0,1.0,0.0
Cebollita china,"Verduras, Hortalizas y Derivados",36.0,2.3,0.4,88.7,7.5,141.0,1.1,0.0
Cebolla de cabeza,"Verduras, Hortalizas y Derivados",40.0,1.4,0.2,86.3,11.3,20.0,1.2,0.0
Cebolla de cola,"Verduras, Hortalizas y Derivados",26.0,0.9,0.1,90.6,7.8,44.0,4.9,6.0
Col blanca,"Verduras, Hortalizas y Derivados",19.0,1.0,1.1,93.3,4.2,46.0,0.44,6.0
"Col crespa o repollo, sin cogollo","Verduras, Hortalizas y Derivados",15.0,1.5,0.3,92.4,4.9,70.0,0.4,58.0
Col china sin tallo,"Verduras, Hortalizas y Derivados",22.0,1.8,0.3,91.0,5.3,70.0,1.5,58.0
"Col de ""Bruselas""","Verduras, Hortalizas y Derivados",45.0,4.6,0.4,81.3,12.3,109.0,1.8,58.0
"Col, hojas de","Verduras, Hortalizas y Derivados",32.0,2.7,0.6,88.1,7.6,170.0,0.1,58.0
Col negra,"Verduras, Hortalizas y Derivados",14.0,1.7,0.4,91.7,5.5,24.0,0.2,58.0
Col silvestre,"Verduras, Hortalizas y Derivados",54.0,2.5,0.6,82.9,12.1,477.0,1.1,58.0
Coliflor sin tallo y sin hojas,"Verduras, Hortalizas y Derivados",17.0,2.2,0.6,91.6,4.4,26.0,0.6,0.0
Culantro sin tallo,"Verduras, Hortalizas y Derivados",34.0,3.3,1.3,85.6,7.0,259.0,5.3,0.0
